user_id,transaction_type,date,amount,asset
6,sell,2021-08-01,970.62,GLD
6,buy,2024-11-23,947.36,S&P500
7,sell,2022-09-28,727.94,TSLA
7,buy,2023-03-31,417.69,ETH
7,buy,2021-10-12,613.52,BTC
7,buy,2023-09-25,703.59,ETH
7,sell,2020-12-12,769.88,ETH
7,sell,2024-08-26,881.38,AAPL
7,buy,2024-07-26,1094.66,S&P500
8,sell,2023-07-01,818.45,TSLA
8,sell,2020-10-30,1225.99,ETH
8,buy,2024-02-24,371.69,EURUSD
8,sell,2023-06-08,429.51,BTC
8,sell,2024-01-09,1092.17,ETH
8,buy,2022-02-02,594.11,BTC
8,sell,2021-09-22,832.24,S&P500
8,buy,2023-04-23,974.78,ETH
8,buy,2022-01-11,920.71,BTC
9,sell,2022-07-03,895.99,AAPL
9,sell,2024-03-29,862.75,S&P500
9,buy,2021-09-14,534.16,BTC
9,sell,2021-08-02,1061.08,TSLA
9,sell,2023-03-21,794.38,EURUSD
9,buy,2021-10-19,743.24,AAPL
9,buy,2023-11-09,710.53,AAPL
9,buy,2023-06-05,816.76,GLD
9,buy,2020-12-02,1006.32,EURUSD
9,buy,2021-03-23,541.43,TSLA
9,buy,2023-01-25,497.34,ETH
10,buy,2024-03-06,747.68,ETH
10,buy,2023-09-07,623.48,TSLA
10,buy,2020-06-03,545.48,GLD
10,sell,2021-10-02,1080.76,EURUSD
10,buy,2020-03-14,548.61,ETH
10,sell,2024-04-06,823.07,GLD
10,buy,2022-11-26,1015.95,AAPL
11,sell,2022-09-02,917.7,ETH
11,sell,2021-10-05,565.45,S&P500
11,buy,2020-05-17,557.49,S&P500
11,buy,2024-04-20,526.22,AAPL
11,sell,2023-10-21,763.44,S&P500
11,sell,2023-06-08,921.64,GLD
12,sell,2023-01-31,1029.47,BTC
12,sell,2020-06-23,895.77,S&P500
12,sell,2020-12-08,359.5,AAPL
12,buy,2020-06-19,776.87,ETH
12,buy,2024-09-19,342.31,AAPL
12,buy,2022-06-05,496.82,BTC
12,sell,2020-10-04,918.14,S&P500
13,sell,2021-05-25,1066.92,TSLA
13,buy,2024-04-08,728.9,AAPL
13,sell,2021-06-10,405.57,BTC
13,sell,2024-08-07,707.47,ETH
13,sell,2023-04-23,837.31,S&P500
13,sell,2023-03-18,628.74,BTC
13,sell,2022-03-12,811.49,GLD
13,sell,2020-07-06,645.5,ETH
13,sell,2024-02-09,1032.79,S&P500
13,sell,2021-07-29,802.66,BTC
14,sell,2022-12-07,1030.26,ETH
14,sell,2023-11-09,907.99,BTC
14,sell,2022-08-07,991.47,TSLA
14,sell,2024-03-29,624.28,S&P500
14,buy,2022-03-27,1123.77,S&P500
14,sell,2024-09-23,1460.53,S&P500
14,buy,2024-09-14,971.7,TSLA
14,sell,2020-01-04,1374.8,ETH
14,buy,2022-04-13,692.46,EURUSD
14,sell,2023-03-07,704.58,BTC
14,sell,2021-04-17,717.43,AAPL
14,sell,2024-04-14,1136.37,TSLA
15,sell,2023-11-04,712.17,TSLA
15,buy,2020-08-15,983.61,BTC
15,buy,2023-02-05,886.27,TSLA
15,buy,2024-08-12,437.41,TSLA
15,sell,2024-11-30,800.51,ETH
16,buy,2023-10-13,545.04,BTC
16,buy,2021-08-20,676.28,S&P500
16,sell,2022-07-06,870.96,S&P500
16,buy,2022-03-15,537.14,GLD
16,sell,2020-10-02,515.06,AAPL
16,sell,2023-12-30,567.88,BTC
16,sell,2024-04-28,840.89,ETH
17,buy,2022-02-18,590.47,ETH
17,buy,2021-10-10,787.28,AAPL
17,buy,2020-03-13,949.55,S&P500
17,buy,2022-01-27,775.84,BTC
17,buy,2023-01-17,884.91,S&P500
17,sell,2024-11-12,1049.55,AAPL
17,buy,2021-04-28,759.77,GLD
17,sell,2021-06-22,897.15,AAPL
17,sell,2023-03-07,715.1,BTC
17,buy,2023-01-19,990.16,S&P500
18,buy,2021-05-10,847.05,BTC
18,buy,2024-04-15,573.81,GLD
18,buy,2023-09-17,1166.87,ETH
18,sell,2023-01-24,893.67,ETH
18,sell,2024-01-22,858.72,S&P500
18,buy,2023-10-08,802.54,S&P500
18,buy,2020-10-11,822.09,BTC
18,buy,2020-02-21,1338.8,AAPL
18,buy,2021-10-26,856.06,BTC
18,sell,2022-09-27,668.24,S&P500
19,buy,2023-11-18,1028.13,AAPL
19,sell,2024-12-17,820.28,BTC
19,buy,2020-07-16,635.68,TSLA
19,buy,2020-04-03,717.29,ETH
19,sell,2021-06-08,466.86,TSLA
19,sell,2022-03-28,971.48,S&P500
19,sell,2021-12-01,1171.42,ETH
19,buy,2021-09-28,907.8,BTC
19,buy,2020-01-08,649.27,EURUSD
19,sell,2020-01-25,916.86,TSLA
20,buy,2021-08-05,1154.03,GLD
20,sell,2021-01-22,731.28,TSLA
20,buy,2022-05-16,805.05,ETH
20,sell,2024-07-28,703.29,BTC
20,buy,2020-05-28,637.17,GLD
20,sell,2022-09-05,619.97,GLD
20,sell,2024-01-02,1095.73,BTC
20,buy,2024-05-10,1172.86,S&P500
20,sell,2024-12-04,465.33,AAPL
20,buy,2021-04-23,902.36,S&P500
20,buy,2020-09-20,972.18,AAPL
20,sell,2022-12-28,938.09,GLD
20,buy,2022-07-26,655.43,EURUSD
20,buy,2020-01-15,893.17,ETH
20,sell,2023-04-24,1050.04,ETH
21,buy,2021-04-29,882.51,BTC
21,buy,2021-10-25,590.16,ETH
21,sell,2020-12-23,706.64,AAPL
21,sell,2023-05-18,604.32,GLD
22,sell,2023-01-20,839.51,ETH
22,buy,2023-05-15,713.54,BTC
22,buy,2022-02-05,1110.01,TSLA
22,sell,2021-01-02,770.22,BTC
22,sell,2024-02-15,858.71,ETH
22,sell,2022-07-29,1033.69,ETH
22,buy,2022-12-16,1015.2,GLD
22,buy,2020-11-28,648.66,BTC
22,buy,2020-05-29,575.76,ETH
22,sell,2024-07-15,873.38,BTC
22,buy,2020-10-07,1088.69,AAPL
22,buy,2024-08-21,799.06,S&P500
23,buy,2021-05-13,896.34,S&P500
23,sell,2024-12-19,808.87,AAPL
23,buy,2021-08-04,753.52,AAPL
23,buy,2024-12-23,1137.75,ETH
23,sell,2022-02-23,870.19,BTC
23,buy,2021-06-17,996.71,S&P500
23,sell,2024-12-06,976.1,ETH
24,buy,2022-07-19,921.45,GLD
24,buy,2021-05-30,727.65,BTC
24,sell,2024-05-26,553.17,ETH
24,sell,2021-01-30,838.7,ETH
24,sell,2020-05-24,1098.59,ETH
24,sell,2024-06-17,724.93,AAPL
24,sell,2022-11-07,777.21,ETH
24,sell,2020-11-23,943.53,TSLA
24,sell,2023-12-07,1111.41,TSLA
25,sell,2022-03-04,776.86,BTC
25,sell,2022-11-01,933.97,BTC
25,buy,2023-09-03,1054.56,ETH
25,sell,2020-08-25,1001.93,AAPL
25,buy,2020-03-14,710.61,GLD
25,buy,2024-09-30,569.86,TSLA
25,sell,2022-03-27,1031.09,BTC
25,buy,2023-11-18,381.21,GLD
26,sell,2021-07-28,762.71,S&P500
26,buy,2020-11-17,870.26,S&P500
26,buy,2020-11-22,657.3,TSLA
26,sell,2024-05-25,438.79,GLD
26,buy,2024-03-02,958.54,S&P500
26,buy,2024-07-14,526.4,AAPL
26,sell,2022-05-10,913.15,TSLA
26,buy,2023-06-11,512.16,TSLA
26,buy,2020-08-16,617.16,ETH
27,sell,2023-06-10,1167.03,S&P500
27,sell,2023-11-19,912.4,ETH
27,sell,2023-04-29,914.94,BTC
27,buy,2020-10-24,1023.88,ETH
27,sell,2020-11-04,1075.29,AAPL
27,sell,2024-11-07,1036.24,BTC
27,sell,2021-10-07,948.5,GLD
27,buy,2024-11-06,813.14,EURUSD
28,buy,2021-03-12,636.04,GLD
28,sell,2020-10-14,836.61,BTC
28,sell,2022-08-20,435.48,S&P500
28,sell,2023-12-11,709.54,BTC
28,sell,2024-12-27,1010.87,ETH
28,sell,2023-08-23,867.3,ETH
29,sell,2020-10-31,829.82,S&P500
29,sell,2023-04-24,1024.43,ETH
29,buy,2024-03-03,888.18,ETH
29,sell,2022-10-18,866.23,S&P500
29,sell,2024-05-30,1157.57,S&P500
30,sell,2023-10-18,718.95,GLD
30,sell,2023-04-12,743.97,EURUSD
30,sell,2021-08-10,856.96,GLD
30,buy,2022-03-04,633.24,ETH
30,buy,2020-06-25,703.75,AAPL
30,sell,2020-04-28,743.17,AAPL
30,sell,2020-11-17,773.43,ETH
31,buy,2024-03-23,599.33,TSLA
31,buy,2023-01-16,1017.25,TSLA
31,buy,2024-12-22,897.88,TSLA
31,sell,2020-01-15,924.36,TSLA
31,sell,2021-11-19,557.01,S&P500
31,buy,2020-04-26,902.7,ETH
32,buy,2023-08-02,901.81,ETH
32,buy,2024-08-11,994.13,GLD
32,sell,2023-02-26,814.32,S&P500
32,buy,2022-05-23,841.1,BTC
32,buy,2020-10-06,1050.76,AAPL
32,sell,2021-03-25,740.25,TSLA
32,buy,2024-02-08,646.77,BTC
32,buy,2023-08-05,569.06,EURUSD
32,sell,2020-12-06,509.1,ETH
32,buy,2023-01-01,843.59,S&P500
32,buy,2020-07-04,711.33,BTC
32,sell,2022-03-03,872.72,AAPL
33,sell,2020-03-18,624.06,ETH
33,sell,2024-12-11,901.38,ETH
33,sell,2021-01-26,793.12,ETH
33,sell,2020-08-16,560.87,TSLA
33,buy,2020-12-17,726.57,ETH
33,buy,2021-05-13,635.46,AAPL
33,sell,2020-07-29,568.41,TSLA
33,sell,2021-06-07,542.53,ETH
34,buy,2022-09-06,766.16,S&P500
34,buy,2024-05-05,888.62,EURUSD
34,buy,2022-04-29,1066.42,BTC
34,buy,2020-05-08,1023.94,ETH
34,buy,2020-09-28,422.29,AAPL
34,sell,2022-02-14,800.32,TSLA
34,sell,2022-07-24,793.75,EURUSD
35,buy,2020-08-18,604.59,S&P500
35,buy,2023-11-01,680.91,S&P500
35,sell,2023-06-04,882.11,TSLA
35,sell,2024-02-11,660.32,ETH
36,sell,2020-08-25,976.57,BTC
36,buy,2023-06-04,954.55,AAPL
36,buy,2021-04-07,1127.07,S&P500
36,buy,2023-07-04,1158.3,AAPL
36,buy,2023-05-07,1064.84,S&P500
36,buy,2022-12-16,813.11,BTC
36,buy,2023-09-06,906.25,AAPL
36,buy,2023-09-06,1153.4,BTC
36,buy,2024-03-23,861.64,BTC
37,buy,2021-06-24,1040.75,S&P500
37,buy,2020-10-25,537.98,AAPL
37,sell,2021-10-09,874.84,BTC
37,buy,2023-01-28,746.75,EURUSD
37,sell,2020-10-04,967.59,ETH
37,buy,2024-03-20,586.96,ETH
37,sell,2022-02-21,299.05,S&P500
38,sell,2021-05-16,937.61,S&P500
38,sell,2023-04-04,822.85,ETH
38,buy,2021-09-11,843.45,ETH
38,sell,2022-02-17,866.16,BTC
38,sell,2020-05-07,871.45,BTC
38,buy,2022-06-05,1233.14,ETH
38,buy,2023-12-29,845.6,S&P500
38,buy,2021-09-06,1015.75,S&P500
38,buy,2021-08-09,452.8,BTC
38,sell,2020-08-31,884.83,ETH
39,buy,2022-09-22,581.83,EURUSD
39,buy,2022-08-14,672.35,BTC
39,sell,2024-01-07,913.18,TSLA
39,sell,2020-02-02,630.52,ETH
39,sell,2021-05-09,704.7,ETH
39,buy,2024-12-22,626.2,ETH
39,sell,2021-12-15,655.97,S&P500
39,buy,2020-10-14,1044.88,BTC
39,buy,2021-02-11,897.7,TSLA
39,sell,2022-06-28,1110.99,EURUSD
39,sell,2020-01-22,784.74,S&P500
39,sell,2021-04-10,488.67,ETH
39,sell,2024-03-21,891.72,BTC
39,buy,2021-01-13,862.27,S&P500
39,sell,2022-05-21,733.78,ETH
40,sell,2020-09-26,944.13,S&P500
40,buy,2022-11-25,915.08,BTC
40,buy,2022-12-10,753.59,AAPL
40,sell,2021-03-11,806.93,BTC
40,buy,2022-05-07,735.03,AAPL
40,sell,2020-07-26,702.64,S&P500
40,sell,2024-09-20,971.03,BTC
40,buy,2022-09-15,695.2,ETH
40,buy,2024-10-04,797.57,GLD
40,buy,2024-08-05,945.72,ETH
41,sell,2024-05-31,570.21,ETH
41,sell,2022-05-12,522.67,EURUSD
41,buy,2022-02-01,796.76,AAPL
41,sell,2024-06-26,199.11,AAPL
41,buy,2022-02-06,679.96,BTC
41,sell,2023-02-11,509.01,EURUSD
42,sell,2024-05-06,1072.69,EURUSD
42,buy,2022-03-15,1216.28,BTC
42,buy,2021-03-07,484.44,AAPL
42,sell,2024-04-16,924.49,AAPL
42,buy,2020-05-15,810.86,ETH
42,buy,2023-05-05,647.87,ETH
42,buy,2023-04-24,598.07,S&P500
42,buy,2022-01-18,1148.24,S&P500
42,buy,2023-03-14,929.81,ETH
42,sell,2020-02-16,834.55,BTC
42,buy,2021-10-17,738.5,EURUSD
42,buy,2024-12-18,442.45,S&P500
43,sell,2022-04-24,745.78,EURUSD
43,buy,2023-05-23,639.84,S&P500
43,buy,2021-10-14,499.08,S&P500
43,sell,2022-04-26,831.79,BTC
43,sell,2023-12-27,578.52,ETH
43,sell,2023-06-12,916.15,BTC
43,sell,2024-08-23,901.85,BTC
43,sell,2022-05-26,898.54,BTC
43,sell,2021-04-23,794.19,TSLA
44,buy,2022-10-23,403.0,S&P500
44,sell,2024-07-02,909.87,S&P500
44,sell,2023-06-28,901.01,TSLA
44,buy,2022-12-15,866.08,S&P500
44,buy,2022-08-15,702.54,S&P500
44,buy,2021-06-09,915.83,EURUSD
44,sell,2024-10-28,303.74,S&P500
44,sell,2024-09-10,560.55,TSLA
44,buy,2024-09-17,1089.91,GLD
45,buy,2024-10-10,1208.58,TSLA
45,buy,2024-08-18,859.24,AAPL
45,sell,2020-08-03,828.74,BTC
45,buy,2024-02-20,789.89,EURUSD
45,sell,2021-11-11,650.89,GLD
45,sell,2023-12-04,1093.81,AAPL
45,buy,2024-02-11,994.08,S&P500
45,buy,2022-07-02,614.83,AAPL
45,sell,2021-10-02,579.01,GLD
46,sell,2024-09-06,429.51,EURUSD
46,buy,2023-04-08,947.71,GLD
46,buy,2021-07-15,836.07,ETH
46,sell,2020-12-22,886.9,GLD
46,buy,2023-04-21,705.28,BTC
46,buy,2021-01-31,1126.37,S&P500
46,buy,2023-06-07,1051.8,BTC
46,sell,2021-05-09,613.49,BTC
46,sell,2020-11-22,1190.41,ETH
46,sell,2023-04-20,853.86,BTC
46,sell,2022-09-30,658.25,TSLA
46,sell,2021-10-18,731.9,BTC
46,sell,2020-11-09,722.91,S&P500
47,sell,2022-10-15,882.18,S&P500
47,sell,2020-08-21,608.12,ETH
47,sell,2023-02-07,1046.24,BTC
47,buy,2023-11-27,776.12,S&P500
47,buy,2021-11-05,880.37,EURUSD
47,sell,2021-09-15,755.01,BTC
47,buy,2024-10-12,504.03,BTC
47,sell,2024-01-05,803.58,S&P500
47,buy,2022-10-27,512.44,AAPL
47,sell,2020-07-14,611.89,BTC
48,buy,2020-10-10,775.57,S&P500
48,buy,2022-02-26,754.44,AAPL
48,sell,2024-08-25,940.49,ETH
48,buy,2020-03-26,916.8,S&P500
48,buy,2022-01-27,595.05,S&P500
48,buy,2020-03-23,848.52,S&P500
48,buy,2021-03-12,804.17,ETH
49,sell,2020-05-14,571.12,BTC
49,sell,2021-07-22,807.63,S&P500
49,buy,2022-08-25,798.02,EURUSD
49,buy,2024-08-12,911.41,TSLA
49,buy,2021-02-22,917.49,ETH
49,buy,2020-09-11,700.37,TSLA
49,sell,2021-03-22,69.33,ETH
50,sell,2021-10-30,876.91,BTC
50,buy,2022-08-06,853.9,BTC
50,sell,2024-04-27,1015.62,TSLA
50,buy,2023-12-13,651.81,BTC
51,buy,2023-05-17,769.21,ETH
51,buy,2021-11-18,539.19,ETH
51,buy,2021-12-25,953.07,BTC
51,buy,2024-01-04,389.05,BTC
51,buy,2021-06-17,551.23,GLD
51,buy,2022-08-03,805.96,S&P500
51,buy,2020-11-11,478.62,ETH
51,sell,2023-11-30,990.13,BTC
51,sell,2022-02-17,509.95,ETH
52,sell,2023-06-29,783.2,AAPL
52,sell,2024-06-09,895.36,ETH
52,buy,2022-02-28,928.63,AAPL
52,buy,2024-02-07,269.22,S&P500
52,buy,2021-03-21,1118.16,ETH
52,buy,2022-05-26,807.37,AAPL
52,buy,2024-04-28,947.48,AAPL
52,sell,2023-03-18,954.69,ETH
53,sell,2021-11-24,778.13,GLD
53,sell,2022-04-19,815.44,S&P500
53,sell,2024-03-09,863.57,AAPL
53,sell,2024-09-05,928.35,S&P500
53,buy,2022-01-25,615.71,GLD
53,buy,2024-09-15,1110.58,ETH
53,sell,2024-03-01,706.27,ETH
53,sell,2020-01-08,644.39,ETH
53,buy,2023-09-24,1047.69,BTC
53,buy,2024-04-12,917.93,BTC
53,buy,2020-11-05,551.63,AAPL
53,buy,2022-06-26,812.92,AAPL
53,sell,2021-06-29,1127.79,EURUSD
54,sell,2020-09-04,596.63,GLD
54,sell,2022-06-27,921.6,GLD
54,sell,2022-12-29,865.75,BTC
54,buy,2020-12-31,969.82,BTC
54,sell,2023-04-25,791.59,S&P500
54,sell,2021-12-22,800.01,ETH
54,sell,2024-10-01,717.68,GLD
54,buy,2020-02-17,904.24,GLD
54,buy,2023-07-09,709.99,GLD
54,buy,2020-08-11,999.29,ETH
54,buy,2022-05-02,792.3,GLD
54,buy,2021-02-24,763.62,S&P500
54,sell,2021-09-27,860.33,AAPL
54,sell,2021-01-14,465.88,GLD
55,sell,2022-10-10,767.53,ETH
55,buy,2024-06-01,371.54,S&P500
56,sell,2024-01-09,979.54,AAPL
56,buy,2024-08-28,570.88,GLD
56,sell,2024-08-05,822.02,ETH
56,sell,2020-07-02,1077.18,GLD
56,buy,2022-08-06,698.78,ETH
56,sell,2023-09-24,630.1,GLD
56,buy,2024-01-28,1054.4,ETH
56,buy,2023-01-30,815.9,S&P500
56,buy,2022-02-25,570.56,ETH
56,sell,2021-04-12,864.73,ETH
56,sell,2021-10-12,703.74,BTC
56,buy,2022-07-06,773.05,S&P500
56,buy,2023-05-02,1186.91,GLD
57,buy,2020-05-09,1174.2,ETH
57,buy,2024-04-07,1024.02,TSLA
57,sell,2024-12-08,1590.91,AAPL
57,sell,2023-07-21,704.57,TSLA
57,sell,2023-03-02,875.62,AAPL
57,sell,2020-05-26,1089.22,S&P500
57,buy,2023-02-19,741.63,BTC
57,buy,2020-06-10,1065.24,S&P500
57,sell,2023-10-17,1137.07,BTC
57,buy,2022-06-23,1146.82,BTC
58,sell,2020-05-10,618.51,S&P500
58,buy,2022-04-13,709.3,S&P500
58,sell,2023-02-01,1023.63,ETH
58,buy,2024-01-25,583.38,GLD
58,buy,2024-06-23,1000.95,S&P500
58,buy,2020-03-02,595.84,S&P500
59,sell,2020-08-25,352.53,S&P500
59,buy,2020-02-04,902.39,AAPL
59,buy,2020-09-26,837.99,BTC
59,sell,2023-09-09,920.95,ETH
60,buy,2022-07-08,567.91,S&P500
60,buy,2022-02-23,998.28,AAPL
60,buy,2021-01-08,1018.47,S&P500
60,buy,2024-02-20,594.05,S&P500
61,sell,2024-11-15,863.43,GLD
61,buy,2021-08-17,926.21,EURUSD
61,sell,2024-03-11,650.69,S&P500
61,buy,2022-07-14,532.09,ETH
61,sell,2022-03-27,771.55,BTC
62,buy,2023-07-06,731.48,BTC
62,buy,2024-10-13,915.94,S&P500
62,sell,2023-01-28,758.56,ETH
63,buy,2021-08-30,1251.42,BTC
63,sell,2020-05-18,830.35,BTC
63,buy,2023-07-04,593.26,BTC
63,buy,2020-09-23,736.63,S&P500
63,buy,2023-07-31,799.17,ETH
63,sell,2020-03-15,703.04,AAPL
63,sell,2020-03-10,1193.31,TSLA
63,buy,2022-09-09,863.79,AAPL
64,buy,2021-11-11,577.52,BTC
64,buy,2020-12-06,846.06,AAPL
64,buy,2021-08-29,746.36,S&P500
64,sell,2024-11-29,676.45,TSLA
64,sell,2020-10-31,510.22,BTC
64,sell,2022-02-07,769.96,TSLA
64,buy,2021-07-31,969.75,S&P500
64,sell,2020-08-07,1010.99,ETH
64,sell,2024-02-06,802.34,BTC
64,buy,2021-04-09,1164.37,BTC
64,buy,2020-12-21,851.11,S&P500
64,buy,2021-07-18,883.99,ETH
65,sell,2021-10-30,737.32,BTC
65,buy,2021-05-27,964.89,TSLA
65,sell,2023-12-08,535.6,ETH
65,buy,2021-01-19,1041.88,BTC
65,sell,2023-11-03,654.96,AAPL
66,buy,2020-06-21,412.8,ETH
66,buy,2020-07-29,869.21,AAPL
66,sell,2021-02-20,978.54,BTC
66,sell,2020-08-08,1131.11,S&P500
67,buy,2024-10-26,1124.4,GLD
67,sell,2023-05-02,836.65,ETH
67,buy,2020-10-19,823.21,ETH
67,buy,2024-03-15,947.05,AAPL
67,buy,2023-09-16,789.83,S&P500
67,buy,2023-02-22,773.59,S&P500
67,sell,2020-10-16,831.56,S&P500
68,sell,2020-06-15,946.46,ETH
68,sell,2023-04-24,609.23,S&P500
68,sell,2020-04-18,681.36,AAPL
69,buy,2021-06-23,645.78,TSLA
69,buy,2020-12-17,492.73,BTC
69,buy,2023-10-04,639.9,ETH
69,buy,2022-09-27,1106.71,BTC
69,sell,2021-01-18,828.54,S&P500
69,buy,2023-02-10,804.45,AAPL
69,sell,2020-03-11,564.52,TSLA
69,buy,2023-06-21,1041.74,S&P500
69,sell,2023-10-25,1101.5,ETH
69,buy,2023-01-06,885.34,S&P500
69,buy,2021-07-16,870.67,BTC
70,buy,2020-04-01,820.38,S&P500
70,buy,2021-02-09,841.86,S&P500
70,sell,2020-06-01,841.46,S&P500
70,buy,2021-02-16,779.59,AAPL
71,buy,2024-05-30,920.42,AAPL
71,buy,2020-10-03,547.27,AAPL
71,sell,2024-04-07,545.57,ETH
71,sell,2020-08-17,767.79,TSLA
71,sell,2022-11-10,518.89,BTC
71,buy,2024-05-17,604.79,BTC
71,buy,2022-04-30,608.78,TSLA
72,sell,2021-11-25,695.56,ETH
72,sell,2024-08-13,685.2,S&P500
72,buy,2020-01-22,982.96,TSLA
72,sell,2020-12-19,777.49,S&P500
72,sell,2021-09-16,759.43,BTC
72,buy,2022-07-14,742.33,AAPL
72,sell,2023-04-05,668.53,GLD
72,buy,2020-11-18,346.16,S&P500
72,buy,2024-01-23,974.2,S&P500
73,sell,2024-06-24,300.95,GLD
73,buy,2023-05-28,1044.36,ETH
73,buy,2024-03-01,941.07,BTC
73,buy,2021-05-14,878.0,EURUSD
73,buy,2023-04-02,982.94,ETH
73,buy,2022-12-27,501.05,ETH
73,buy,2024-10-13,1071.2,ETH
73,sell,2022-09-15,958.2,S&P500
73,buy,2024-07-23,719.43,AAPL
73,buy,2023-04-08,504.16,ETH
74,buy,2020-11-10,730.29,BTC
74,sell,2022-08-02,568.41,ETH
74,buy,2023-04-12,720.24,ETH
74,buy,2021-01-27,577.72,ETH
75,buy,2022-09-24,510.72,BTC
75,buy,2024-03-21,637.54,ETH
75,buy,2020-05-18,783.24,ETH
75,sell,2024-09-16,1125.5,TSLA
75,buy,2022-05-20,790.27,AAPL
75,sell,2022-06-25,1017.11,ETH
76,sell,2020-06-25,518.71,AAPL
76,sell,2023-01-20,885.32,ETH
76,sell,2020-07-08,1057.48,S&P500
76,buy,2024-07-27,770.44,S&P500
76,sell,2020-09-12,552.86,ETH
76,sell,2024-06-08,937.53,EURUSD
76,sell,2022-05-17,926.41,BTC
76,sell,2023-08-19,794.07,BTC
76,buy,2024-03-03,576.86,GLD
76,sell,2023-08-16,633.38,BTC
76,buy,2023-02-07,887.17,S&P500
77,buy,2024-12-22,1051.11,ETH
77,buy,2021-01-25,986.82,ETH
77,sell,2024-05-06,710.68,AAPL
77,sell,2022-06-02,897.38,BTC
77,buy,2020-05-06,496.43,EURUSD
78,sell,2024-10-06,753.18,S&P500
78,buy,2020-12-26,662.19,BTC
78,sell,2023-11-11,569.54,EURUSD
78,buy,2021-03-22,344.68,EURUSD
78,sell,2021-11-12,830.34,GLD
78,sell,2021-10-02,516.71,AAPL
79,sell,2020-10-02,1039.1,ETH
79,buy,2022-05-13,611.57,AAPL
79,buy,2023-05-01,968.98,TSLA
79,sell,2022-08-07,623.16,ETH
79,buy,2021-07-09,663.4,BTC
79,sell,2022-11-29,975.3,S&P500
79,buy,2023-08-06,894.91,BTC
79,sell,2022-04-27,1011.91,S&P500
79,sell,2021-02-11,851.85,BTC
80,sell,2022-11-14,944.12,S&P500
80,buy,2024-12-07,1037.74,S&P500
80,sell,2023-10-25,865.94,S&P500
80,buy,2022-06-06,721.99,TSLA
80,buy,2022-05-27,329.13,GLD
80,sell,2021-04-09,662.94,S&P500
80,buy,2022-06-28,1273.9,ETH
80,sell,2021-11-30,595.47,S&P500
80,sell,2022-10-09,538.39,TSLA
80,buy,2024-11-16,592.72,S&P500
80,buy,2022-07-29,758.71,AAPL
81,buy,2023-12-22,1213.41,BTC
81,buy,2024-11-28,628.98,S&P500
81,buy,2023-03-05,772.98,BTC
81,buy,2020-11-13,911.89,AAPL
81,buy,2020-06-06,805.67,GLD
81,buy,2020-07-14,1062.42,BTC
81,sell,2022-06-02,487.36,AAPL
81,sell,2021-04-02,1028.95,TSLA
81,sell,2024-05-12,815.25,TSLA
82,sell,2023-05-07,842.03,GLD
82,buy,2021-04-15,931.2,S&P500
82,sell,2020-12-14,1211.5,AAPL
82,buy,2022-11-25,1019.76,S&P500
82,buy,2023-04-12,817.45,ETH
82,sell,2021-06-08,607.16,ETH
82,buy,2024-05-17,992.91,S&P500
83,sell,2023-11-05,653.05,ETH
83,buy,2023-01-22,1136.28,ETH
83,buy,2023-06-09,499.72,AAPL
83,buy,2020-03-12,861.21,GLD
84,buy,2023-02-04,771.85,BTC
