user_id,age,income,experience_years,risk_survey_score,total_transactions,avg_amount,first_tx_date,last_tx_date,active_days,monthly_freq,tx_count_30d,pct_crypto,pct_etf,pct_forex,pct_other,pct_stocks,pct_bond,volatility_mean_30,volatility_mean_60,volatility_std_30,risk_level
11,33,138,10,12,6,708.6566666666668,2020-05-17,2024-04-20,1434,1.0,0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.01185666053180584,0.011903078671836006,0.0054177394507436165,medium
12,33,229,5,14,7,688.4114285714286,2020-06-19,2024-09-19,1553,1.0,0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.013310823871925271,0.013343100770354586,0.004532437992427868,medium
13,40,228,6,14,10,766.735,2020-07-06,2024-08-07,1493,1.0,0,0.5,0.2,0.0,0.1,0.2,0.0,0.011866749024027824,0.01190779442369046,0.004378825391569915,medium
14,18,206,0,19,12,977.9699999999999,2020-01-04,2024-09-23,1724,1.3333333333333333,0,0.3333333333333333,0.25,0.08333333333333333,0.0,0.3333333333333333,0.0,0.011779393890352633,0.011823333093422081,0.0042729600479427575,high
15,20,597,1,17,5,763.994,2020-08-15,2024-11-30,1568,1.0,1,0.4,0.0,0.0,0.0,0.6,0.0,0.011944029516381675,0.01199283907076197,0.0031215080049885407,medium
16,32,323,3,12,7,650.4642857142857,2020-10-02,2024-04-28,1304,1.0,0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.011637567870725177,0.011681003414216146,0.004870260835908121,medium
17,27,309,4,18,10,839.9780000000001,2020-03-13,2024-11-12,1705,1.0,0,0.3,0.3,0.0,0.1,0.3,0.0,0.01289756118935484,0.012937087956590631,0.004870260835908121,high
18,41,109,6,18,10,882.7850000000001,2020-02-21,2024-04-15,1515,1.0,0,0.5,0.3,0.0,0.1,0.1,0.0,0.011711295763928197,0.011751083403713405,0.004870260835908121,high
19,28,531,2,19,10,828.507,2020-01-08,2024-12-17,1805,1.0,1,0.4,0.1,0.1,0.0,0.4,0.0,0.012194615944951779,0.012236094250418779,0.0042729600479427575,high
20,23,172,1,20,15,853.0653333333333,2020-01-15,2024-12-04,1785,1.0,1,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.2,0.0,0.011515971781026903,0.011564635530662214,0.004343523364763533,high
21,52,376,23,9,4,695.9075,2020-12-23,2023-05-18,876,0.0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.013010815024890848,0.013048482423542018,0.00535804539080136,low
22,35,428,4,13,12,860.5358333333334,2020-05-29,2024-08-21,1545,1.0,0,0.6666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.01257037139298499,0.012602745249863592,0.004378825391569915,medium
23,38,821,4,16,7,919.9257142857143,2021-05-13,2024-12-23,1320,3.0,3,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.014156595786961086,0.014182558434961278,0.004532437992427868,medium
24,23,165,2,22,9,855.1822222222222,2020-05-24,2024-06-17,1485,1.0,0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.013595505114935447,0.013626437159192255,0.004705963107649726,high
25,32,59,9,18,8,807.5112499999999,2020-03-14,2024-09-30,1661,1.0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.011314907052708956,0.011364516133165133,0.004705963107649726,high
26,39,405,7,13,9,695.1633333333333,2020-08-16,2024-07-14,1428,1.0,0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,0.0,0.011657045760654957,0.011710931617293717,0.004751358498390792,medium
27,26,1069,3,23,8,986.4275,2020-10-24,2024-11-07,1475,2.0,0,0.5,0.125,0.125,0.125,0.125,0.0,0.011920574422076897,0.011958564083196082,0.004756339407630527,high
28,41,763,5,12,6,749.3066666666667,2020-10-14,2024-12-27,1535,1.0,1,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.011464761008868582,0.01150259594213529,0.0037041284590946955,medium
29,31,411,6,15,5,953.2459999999999,2020-10-31,2024-05-30,1307,1.0,0,0.4,0.6,0.0,0.0,0.0,0.0,0.012195390636834042,0.012227813681349009,0.004405464432287201,medium
30,35,270,9,14,7,739.0671428571429,2020-04-28,2023-10-18,1268,0.0,0,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.013104511058624965,0.013144364720740015,0.0058957272320268005,medium
31,31,589,7,16,6,816.4216666666666,2020-01-15,2024-12-22,1803,1.0,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.011778016609469902,0.011832720096998298,0.0032428203423606034,medium
32,56,202,15,12,12,791.245,2020-07-04,2024-08-11,1499,1.0,0,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.0,0.012103626630306829,0.01214424010413846,0.004343523364763533,medium
33,37,483,7,13,8,669.05,2020-03-18,2024-12-11,1729,1.0,1,0.625,0.0,0.0,0.0,0.375,0.0,0.015136008107189092,0.01515333192487111,0.0038549655671021366,medium
34,27,491,2,16,7,823.0714285714286,2020-05-08,2024-05-05,1458,1.0,0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.011593597259829811,0.011636308213195234,0.0042729600479427575,medium
35,46,686,11,13,4,706.9825000000001,2020-08-18,2024-02-11,1272,1.0,0,0.25,0.5,0.0,0.0,0.25,0.0,0.011649483654779186,0.01169398384145024,0.0032428203423606034,medium
36,25,1901,1,19,9,1001.7477777777777,2020-08-25,2024-03-23,1306,1.0,0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.012908132005509209,0.012944633945297821,0.005225274049672521,high
37,40,459,14,11,7,721.9885714285714,2020-10-04,2024-03-20,1263,1.0,0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.012551835235859439,0.012583788242790165,0.0047464732421908865,medium
38,18,267,0,17,10,877.3639999999999,2020-05-07,2023-12-29,1331,0.0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.012288349879866687,0.012316167365357771,0.0035110166143295873,medium
39,24,357,4,18,15,773.3,2020-01-22,2024-12-22,1796,1.0,1,0.5333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,0.0,0.011778359191141011,0.011813782505217984,0.0030865116622926844,high
40,39,125,15,14,10,826.692,2020-07-26,2024-10-04,1531,1.0,0,0.5,0.2,0.0,0.1,0.2,0.0,0.012631435061248267,0.012667347090767283,0.004870260835908121,medium
41,45,239,15,10,6,546.2866666666667,2022-02-01,2024-06-26,876,1.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.013183126262276032,0.013215026142449376,0.00518711174847733,low
42,39,284,13,18,12,820.6875,2020-02-16,2024-12-18,1767,1.0,1,0.4166666666666667,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.012507404876552122,0.012540272070825758,0.0047464732421908865,high
43,36,265,6,14,9,756.1933333333333,2021-04-23,2024-08-23,1218,1.0,0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.010480208710573227,0.010524762950383522,0.0030865116622926844,medium
44,34,397,9,14,9,739.1700000000001,2021-06-09,2024-10-28,1237,1.3333333333333333,0,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.009543920870943771,0.009607685230933227,0.0018814190112699217,medium
45,23,221,2,17,9,846.5633333333333,2020-08-03,2024-10-10,1529,1.3333333333333333,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.012193711029482447,0.012245826127538186,0.004254965913840416,medium
46,30,711,5,20,13,827.2661538461538,2020-11-09,2024-09-06,1397,1.0,0,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.010357872806640137,0.010406316519588513,0.0031515930379636794,high
47,33,363,9,13,10,737.9979999999999,2020-07-14,2024-10-12,1551,1.0,0,0.5,0.3,0.1,0.0,0.1,0.0,0.011167202238472038,0.011207792053265848,0.0047464732421908865,medium
48,48,361,11,14,7,805.0057142857142,2020-03-23,2024-08-25,1616,1.0,0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.01279784477029782,0.012831537127737283,0.004695910502123448,medium
49,41,298,8,13,7,682.1957142857143,2020-05-14,2024-08-12,1551,1.0,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.011681502697115417,0.0117225858897905,0.0030865116622926844,medium
50,20,398,1,15,4,849.56,2021-10-30,2024-04-27,910,1.0,0,0.75,0.0,0.0,0.0,0.25,0.0,0.010324314875187587,0.010372189068403129,0.0008801135066655288,medium
51,41,595,5,12,9,665.1566666666666,2020-11-11,2024-01-04,1149,1.0,0,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.012296535127345559,0.012325566858078759,0.0037041284590946955,medium
52,34,215,7,15,8,838.0137500000001,2021-03-21,2024-06-09,1176,1.0,0,0.375,0.125,0.0,0.0,0.5,0.0,0.01664033043471708,0.016654864218311492,0.004695910502123448,medium
53,31,244,9,21,13,840.0307692307692,2020-01-08,2024-09-15,1712,1.6666666666666667,0,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.012769435994099541,0.012806930327591143,0.004756339407630527,high
54,44,302,14,18,14,797.0521428571428,2020-02-17,2024-10-01,1688,1.0,0,0.2857142857142857,0.14285714285714285,0.0,0.5,0.07142857142857142,0.0,0.010039130982433416,0.010101583089734094,0.004870260835908121,high
55,48,161,15,10,2,569.535,2022-10-10,2024-06-01,600,1.0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.012818417391703328,0.012844885274576615,0.004405464432287201,low
56,47,222,10,19,13,826.753076923077,2020-07-02,2024-08-28,1518,2.0,0,0.46153846153846156,0.15384615384615385,0.0,0.3076923076923077,0.07692307692307693,0.0,0.012058437364995931,0.012099723487071435,0.004870260835908121,high
57,29,272,4,21,10,1054.9299999999998,2020-05-09,2024-12-08,1674,1.0,1,0.4,0.2,0.0,0.0,0.4,0.0,0.012570454730098232,0.012610901999736818,0.004067054658425029,high
58,34,613,11,16,6,755.2683333333333,2020-03-02,2024-06-23,1574,1.0,0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.010323095036272389,0.01037597252674621,0.004500742411096308,medium
59,41,425,12,13,4,753.465,2020-02-04,2023-09-09,1313,0.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.013638664783690831,0.013666493579149595,0.004532437992427868,medium
60,47,407,14,16,4,794.6775,2021-01-08,2024-02-20,1138,1.0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.012003631860657083,0.012050186526073276,0.006506367367712474,medium
61,33,605,3,9,5,748.7940000000001,2021-08-17,2024-11-15,1186,1.0,0,0.4,0.2,0.2,0.2,0.0,0.0,0.01010264397184175,0.010152413131481772,0.0034839156952144773,low
62,36,334,3,17,3,801.9933333333333,2023-01-28,2024-10-13,624,1.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.011883327514735238,0.011914603379207009,0.0035110166143295873,medium
63,26,459,6,13,8,871.3712499999999,2020-03-10,2023-07-31,1238,0.0,0,0.5,0.125,0.0,0.0,0.375,0.0,0.01309293093315903,0.013127856897590056,0.004067054658425029,medium
64,26,341,3,19,12,817.4266666666667,2020-08-07,2024-11-29,1575,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.011870821104552535,0.011910888829667654,0.004067054658425029,high
65,46,425,15,17,5,786.9300000000001,2021-01-19,2023-12-08,1053,0.0,0,0.6,0.0,0.0,0.0,0.4,0.0,0.013224467899311735,0.013257424820967345,0.004131426490146598,medium
66,51,255,8,12,4,847.915,2020-06-21,2021-02-20,244,0.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.013638664783690831,0.013666493579149595,0.004532437992427868,medium
67,37,84,11,16,7,875.1842857142857,2020-10-16,2024-10-26,1471,1.0,0,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.012439073479554972,0.012478387895961524,0.0054177394507436165,medium
68,48,335,22,16,3,745.6833333333334,2020-04-18,2023-04-24,1101,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.014847170457988092,0.01487064490937686,0.004695910502123448,medium
69,41,852,12,16,11,816.5345454545454,2020-03-11,2023-10-25,1323,0.0,0,0.45454545454545453,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.012039700499439216,0.012079693306140367,0.004067054658425029,medium
70,31,633,3,14,4,820.8225,2020-04-01,2021-02-16,321,0.0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.012003631860657083,0.012050186526073276,0.006506367367712474,medium
71,41,648,12,12,7,644.7871428571428,2020-08-17,2024-05-30,1382,1.5,0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.0,0.013754976043638496,0.013790846541717602,0.004131426490146598,medium
72,53,762,23,15,9,736.8733333333334,2020-01-22,2024-08-13,1665,1.0,0,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.0,0.011346023420816021,0.011395408492903505,0.004378825391569915,medium
73,37,382,8,15,10,790.1360000000001,2021-05-14,2024-10-13,1248,1.0,0,0.6,0.1,0.1,0.1,0.1,0.0,0.013315210111396539,0.013340520279924481,0.004756339407630527,medium
74,53,408,25,10,4,649.165,2020-11-10,2023-04-12,883,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.014453450314737078,0.014461192327652934,0.004186357395212696,low
75,18,250,0,18,6,810.73,2020-05-18,2024-09-16,1582,1.0,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.01466271567797652,0.01468226183296637,0.004131426490146598,high
76,46,300,20,17,11,776.3845454545454,2020-06-25,2024-07-27,1493,1.0,0,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.011344028215648004,0.011385600624628511,0.004756339407630527,medium
77,38,525,11,12,5,828.484,2020-05-06,2024-12-22,1691,1.0,1,0.6,0.0,0.2,0.0,0.2,0.0,0.01369125588326045,0.013713492616530798,0.00518711174847733,medium
78,35,747,4,12,6,612.7733333333334,2020-12-26,2024-10-06,1380,1.0,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.010192616336093785,0.010247459904908522,0.004750301478361326,medium
79,38,334,7,13,9,848.9088888888889,2020-10-02,2023-08-06,1038,0.0,0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.012386178406457919,0.012421162394544038,0.004067054658425029,medium
80,18,277,0,14,11,756.4590909090911,2021-04-09,2024-12-07,1338,1.0,1,0.09090909090909091,0.5454545454545454,0.0,0.09090909090909091,0.2727272727272727,0.0,0.011160495134510194,0.011213666270250005,0.004751358498390792,medium
81,35,363,12,15,9,858.5455555555556,2020-06-06,2024-11-28,1636,1.0,0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,0.011917733011081406,0.011967414681580357,0.004439871202148254,medium
82,41,520,15,21,7,917.4300000000001,2020-12-14,2024-05-17,1250,1.0,0,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.012439073479554972,0.012478387895961524,0.0054177394507436165,high
83,52,152,20,14,4,787.565,2020-03-12,2023-11-05,1333,0.0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.014490915876203523,0.01451753333660373,0.00608870289394163,medium
84,32,91,5,12,15,626.582,2020-03-11,2023-10-24,1322,0.0,0,0.6,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.0,0.013639157404198993,0.013667167639802164,0.004378825391569915,medium
85,29,260,3,12,8,757.7175,2020-02-14,2024-11-20,1741,1.0,0,0.375,0.125,0.25,0.125,0.125,0.0,0.009191891645744547,0.009249663991952312,0.0016965493683406764,medium
86,32,174,9,17,7,862.8100000000001,2020-03-03,2024-11-19,1722,1.0,0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.01061365469622299,0.010659255339502299,0.0030865116622926844,medium
87,47,267,14,23,4,1041.58,2022-07-14,2024-05-09,665,1.0,0,0.75,0.0,0.25,0.0,0.0,0.0,0.010907799855123485,0.010942273812857449,0.004258307632997772,high
88,41,332,7,17,9,737.3588888888888,2021-05-04,2024-12-25,1331,1.5,1,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.011812505272391803,0.011855626432638731,0.004343523364763533,medium
89,32,276,7,14,8,669.97875,2021-05-16,2024-11-08,1272,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.013207050541952398,0.013236662824519255,0.0032428203423606034,medium
90,43,868,5,17,8,1008.10875,2020-07-30,2024-08-28,1490,1.0,0,0.125,0.375,0.0,0.125,0.375,0.0,0.010011041481260786,0.010075002090552405,0.0017044118748991716,medium
91,38,441,7,17,8,956.9125,2021-01-03,2024-10-05,1371,1.0,0,0.625,0.25,0.0,0.0,0.125,0.0,0.011571366133445457,0.011608537171489873,0.002883743147289818,medium
92,47,434,13,16,5,753.158,2020-05-03,2022-01-31,638,0.0,0,0.6,0.2,0.0,0.0,0.2,0.0,0.01256826998572173,0.012600138177308961,0.002883743147289818,medium
93,30,527,3,8,5,571.828,2020-06-09,2024-01-19,1319,1.0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.009324949467693777,0.009382923295964206,0.0015471838300902254,low
94,34,183,12,13,6,790.3816666666667,2021-10-28,2024-02-18,843,1.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.013183126262276032,0.013215026142449376,0.00518711174847733,medium
95,34,677,5,16,6,889.0,2020-09-23,2024-10-24,1492,1.0,0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.012219037346452605,0.012262434465140833,0.004705963107649726,medium
96,23,347,1,21,5,903.55,2021-05-23,2024-03-17,1029,1.0,0,0.6,0.0,0.2,0.2,0.0,0.0,0.012532778162630463,0.012561797048386355,0.004914443802390156,high
97,40,543,7,13,11,757.7036363636363,2020-02-21,2022-05-03,802,0.0,0,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.010986938046674229,0.011031341046362832,0.0031515930379636794,medium
98,40,190,14,10,9,755.9233333333334,2021-02-02,2023-07-19,897,0.0,0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.015680146396878314,0.01570963958452086,0.004233428428633833,low
99,38,142,9,14,7,767.0428571428572,2020-07-09,2024-11-10,1585,1.0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.011368700922347316,0.011423376208665311,0.004750301478361326,medium
100,35,593,9,13,4,789.2875,2021-09-14,2023-07-28,682,0.0,0,0.75,0.25,0.0,0.0,0.0,0.0,0.01141578257625119,0.011449462431522204,0.0035110166143295873,medium
101,23,455,1,19,3,1010.8466666666667,2020-07-21,2023-04-07,990,0.0,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.008866150605623591,0.008935512434295148,0.001775827288055227,high
102,33,211,3,13,4,834.1875,2021-10-27,2024-04-29,915,1.0,0,0.25,0.25,0.25,0.0,0.25,0.0,0.013053216026702587,0.013085676890477536,0.0052511084831761414,medium
103,34,215,7,17,6,994.9333333333334,2020-11-20,2024-12-28,1499,1.0,1,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.011253639245927614,0.011302688158353795,0.003644298446530048,medium
104,29,713,7,20,5,874.8040000000001,2020-01-26,2023-10-05,1348,0.0,0,0.6,0.2,0.0,0.2,0.0,0.0,0.009386922296382206,0.009441825751970048,0.0015471838300902254,high
105,36,177,13,12,9,757.7199999999999,2020-03-28,2024-12-07,1715,1.0,1,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.014930253023430873,0.014949172728441644,0.0054177394507436165,medium
106,42,973,6,17,10,808.7470000000001,2020-03-16,2024-10-18,1677,1.0,0,0.3,0.3,0.1,0.2,0.1,0.0,0.009838263565523179,0.009894928005697124,0.0031515930379636794,medium
107,56,211,19,12,5,892.5360000000001,2020-12-27,2024-08-13,1325,1.0,0,0.2,0.0,0.0,0.2,0.6,0.0,0.014438521029535028,0.014477738358577352,0.0051583475108110104,medium
108,39,532,15,11,5,644.966,2021-08-20,2024-05-05,989,1.0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.01263024281441016,0.012659040633314803,0.0031215080049885407,medium
109,40,298,9,17,6,799.23,2020-02-27,2024-09-01,1648,1.0,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.012275227037672497,0.012315086108907724,0.004695910502123448,medium
110,37,521,13,16,7,808.3714285714286,2020-01-20,2023-06-06,1233,0.0,0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.01059079728228351,0.010649377018898582,0.004738111531375967,medium
111,18,262,0,20,8,855.34,2020-08-30,2023-12-08,1195,0.0,0,0.5,0.125,0.125,0.0,0.25,0.0,0.010948715025288751,0.010994407522909476,0.0043296894253014775,high
112,37,329,14,12,6,877.7016666666667,2020-01-14,2024-06-28,1627,1.0,0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.011931294518626984,0.011975880628720606,0.003644298446530048,medium
113,38,372,13,17,7,904.6442857142857,2021-03-05,2024-05-11,1163,1.0,0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.015046634008202922,0.01506408928242929,0.004532437992427868,medium
114,62,199,33,12,9,656.6188888888888,2020-03-29,2024-10-14,1660,1.0,0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.01458833160311492,0.014615616225607336,0.004532437992427868,medium
115,36,566,10,10,7,664.6314285714286,2020-09-09,2024-12-28,1571,1.0,1,0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.011952072855262005,0.01199207946313059,0.004532437992427868,low
116,41,266,9,13,12,657.9066666666666,2020-11-10,2024-07-11,1339,1.0,0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.01210178812029919,0.012150336038892826,0.004343523364763533,medium
117,37,316,14,15,4,798.6875,2021-12-20,2024-06-23,916,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.011726949690639725,0.01176761191145754,0.002883743147289818,medium
118,26,199,2,16,5,799.002,2021-09-10,2023-02-21,529,0.0,0,0.4,0.2,0.0,0.2,0.2,0.0,0.013533389424434198,0.0135659321309707,0.0054177394507436165,medium
119,49,78,12,21,5,983.274,2020-08-28,2023-04-25,970,0.0,0,0.6,0.2,0.0,0.0,0.2,0.0,0.012913561379112476,0.012944002781013233,0.004532437992427868,high
120,45,323,16,20,8,971.1537500000001,2020-03-19,2023-12-05,1356,0.0,0,0.25,0.125,0.0,0.25,0.375,0.0,0.011431757591972954,0.01148677683812915,0.004378825391569915,high
121,45,1544,17,17,11,909.6718181818181,2020-07-24,2024-12-14,1604,1.0,1,0.2727272727272727,0.18181818181818182,0.0,0.0,0.5454545454545454,0.0,0.011330888018130411,0.011385138645663963,0.004342245752429144,medium
122,28,581,7,18,4,924.2025,2020-04-18,2023-04-18,1095,0.0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.010082617022790685,0.010139812050299749,0.0044614541177366044,high
123,52,358,10,18,15,848.134,2020-01-21,2024-12-07,1782,1.6666666666666667,1,0.5333333333333333,0.06666666666666667,0.0,0.2,0.2,0.0,0.011765736139899135,0.011808969725239253,0.004378825391569915,high
124,23,310,3,15,9,636.0688888888889,2020-06-28,2024-09-25,1550,1.0,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0129412007621034,0.012974245465216343,0.0047464732421908865,medium
125,43,368,16,18,10,870.8770000000001,2020-06-05,2024-10-18,1596,1.0,0,0.8,0.0,0.1,0.0,0.1,0.0,0.013628322843604958,0.013646627198173352,0.00518711174847733,high
126,59,504,9,16,12,785.9883333333333,2020-03-21,2024-08-14,1607,1.3333333333333333,0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.01202352190863277,0.012070072166925851,0.004378825391569915,medium
127,28,178,4,19,11,898.1263636363636,2020-12-09,2024-07-17,1316,1.0,0,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.0,0.013072948579957156,0.013106438577105273,0.004378825391569915,high
128,32,708,5,19,7,1059.8814285714286,2021-04-10,2024-06-19,1166,1.0,0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.012058893296545584,0.01209304380192817,0.0037041284590946955,high
129,38,557,7,14,10,737.012,2020-05-17,2024-02-15,1369,1.0,0,0.4,0.1,0.1,0.1,0.3,0.0,0.01196066847802753,0.012004111070050828,0.004343523364763533,medium
