user_id,age,income,experience_years,risk_survey_score,total_transactions,avg_amount,first_tx_date,last_tx_date,active_days,monthly_freq,tx_count_30d,pct_crypto,pct_etf,pct_forex,pct_other,pct_stocks,pct_bond,volatility_mean_30,volatility_mean_60,volatility_std_30,risk_level,cluster_label
30,35,270,9,14,7,739.0671428571429,2020-04-28,2023-10-18,1268,0.0,0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0131045110586249,0.01314436472074,0.0058957272320268,medium,1
31,31,589,7,16,6,816.4216666666666,2020-01-15,2024-12-22,1803,1.0,1,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0117780166094699,0.0118327200969982,0.0032428203423606,medium,1
32,56,202,15,12,12,791.245,2020-07-04,2024-08-11,1499,1.0,0,0.4166666666666667,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.25,0.0,0.0121036266303068,0.0121442401041384,0.0043435233647635,medium,2
33,37,483,7,13,8,669.05,2020-03-18,2024-12-11,1729,1.0,1,0.625,0.0,0.0,0.0,0.375,0.0,0.015136008107189,0.0151533319248711,0.0038549655671021,medium,1
34,27,491,2,16,7,823.0714285714286,2020-05-08,2024-05-05,1458,1.0,0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0115935972598298,0.0116363082131952,0.0042729600479427,medium,2
35,46,686,11,13,4,706.9825000000001,2020-08-18,2024-02-11,1272,1.0,0,0.25,0.5,0.0,0.0,0.25,0.0,0.0116494836547791,0.0116939838414502,0.0032428203423606,medium,0
36,25,1901,1,19,9,1001.7477777777776,2020-08-25,2024-03-23,1306,1.0,0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.0129081320055092,0.0129446339452978,0.0052252740496725,high,2
37,40,459,14,11,7,721.9885714285714,2020-10-04,2024-03-20,1263,1.0,0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0125518352358594,0.0125837882427901,0.0047464732421908,medium,2
38,18,267,0,17,10,877.3639999999999,2020-05-07,2023-12-29,1331,0.0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0122883498798666,0.0123161673653577,0.0035110166143295,medium,2
39,24,357,4,18,15,773.3,2020-01-22,2024-12-22,1796,1.0,1,0.5333333333333333,0.2,0.1333333333333333,0.0,0.1333333333333333,0.0,0.011778359191141,0.0118137825052179,0.0030865116622926,high,2
40,39,125,15,14,10,826.692,2020-07-26,2024-10-04,1531,1.0,0,0.5,0.2,0.0,0.1,0.2,0.0,0.0126314350612482,0.0126673470907672,0.0048702608359081,medium,2
41,45,239,15,10,6,546.2866666666667,2022-02-01,2024-06-26,876,1.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.013183126262276,0.0132150261424493,0.0051871117484773,low,1
42,39,284,13,18,12,820.6875,2020-02-16,2024-12-18,1767,1.0,1,0.4166666666666667,0.25,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0125074048765521,0.0125402720708257,0.0047464732421908,high,2
43,36,265,6,14,9,756.1933333333333,2021-04-23,2024-08-23,1218,1.0,0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0104802087105732,0.0105247629503835,0.0030865116622926,medium,0
44,34,397,9,14,9,739.1700000000001,2021-06-09,2024-10-28,1237,1.3333333333333333,0,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0095439208709437,0.0096076852309332,0.0018814190112699,medium,0
45,23,221,2,17,9,846.5633333333333,2020-08-03,2024-10-10,1529,1.3333333333333333,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0121937110294824,0.0122458261275381,0.0042549659138404,medium,2
46,30,711,5,20,13,827.2661538461538,2020-11-09,2024-09-06,1397,1.0,0,0.5384615384615384,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0103578728066401,0.0104063165195885,0.0031515930379636,high,2
47,33,363,9,13,10,737.9979999999999,2020-07-14,2024-10-12,1551,1.0,0,0.5,0.3,0.1,0.0,0.1,0.0,0.011167202238472,0.0112077920532658,0.0047464732421908,medium,2
48,48,361,11,14,7,805.0057142857142,2020-03-23,2024-08-25,1616,1.0,0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0127978447702978,0.0128315371277372,0.0046959105021234,medium,2
49,41,298,8,13,7,682.1957142857143,2020-05-14,2024-08-12,1551,1.0,0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0116815026971154,0.0117225858897905,0.0030865116622926,medium,2
50,20,398,1,15,4,849.56,2021-10-30,2024-04-27,910,1.0,0,0.75,0.0,0.0,0.0,0.25,0.0,0.0103243148751875,0.0103721890684031,0.0008801135066655,medium,0
51,41,595,5,12,9,665.1566666666666,2020-11-11,2024-01-04,1149,1.0,0,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0122965351273455,0.0123255668580787,0.0037041284590946,medium,2
52,34,215,7,15,8,838.0137500000001,2021-03-21,2024-06-09,1176,1.0,0,0.375,0.125,0.0,0.0,0.5,0.0,0.016640330434717,0.0166548642183114,0.0046959105021234,medium,1
53,31,244,9,21,13,840.0307692307692,2020-01-08,2024-09-15,1712,1.6666666666666667,0,0.3846153846153846,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.2307692307692307,0.0,0.0127694359940995,0.0128069303275911,0.0047563394076305,high,2
54,44,302,14,18,14,797.0521428571428,2020-02-17,2024-10-01,1688,1.0,0,0.2857142857142857,0.1428571428571428,0.0,0.5,0.0714285714285714,0.0,0.0100391309824334,0.010101583089734,0.0048702608359081,high,2
55,48,161,15,10,2,569.535,2022-10-10,2024-06-01,600,1.0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0128184173917033,0.0128448852745766,0.0044054644322872,low,2
56,47,222,10,19,13,826.753076923077,2020-07-02,2024-08-28,1518,2.0,0,0.4615384615384615,0.1538461538461538,0.0,0.3076923076923077,0.0769230769230769,0.0,0.0120584373649959,0.0120997234870714,0.0048702608359081,high,2
57,29,272,4,21,10,1054.9299999999998,2020-05-09,2024-12-08,1674,1.0,1,0.4,0.2,0.0,0.0,0.4,0.0,0.0125704547300982,0.0126109019997368,0.004067054658425,high,2
58,34,613,11,16,6,755.2683333333333,2020-03-02,2024-06-23,1574,1.0,0,0.1666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0103230950362723,0.0103759725267462,0.0045007424110963,medium,0
59,41,425,12,13,4,753.465,2020-02-04,2023-09-09,1313,0.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0136386647836908,0.0136664935791495,0.0045324379924278,medium,1
60,47,407,14,16,4,794.6775,2021-01-08,2024-02-20,1138,1.0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.012003631860657,0.0120501865260732,0.0065063673677124,medium,2
61,33,605,3,9,5,748.7940000000001,2021-08-17,2024-11-15,1186,1.0,0,0.4,0.2,0.2,0.2,0.0,0.0,0.0101026439718417,0.0101524131314817,0.0034839156952144,low,0
62,36,334,3,17,3,801.9933333333333,2023-01-28,2024-10-13,624,1.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0118833275147352,0.011914603379207,0.0035110166143295,medium,2
63,26,459,6,13,8,871.3712499999999,2020-03-10,2023-07-31,1238,0.0,0,0.5,0.125,0.0,0.0,0.375,0.0,0.013092930933159,0.01312785689759,0.004067054658425,medium,1
64,26,341,3,19,12,817.4266666666667,2020-08-07,2024-11-29,1575,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0118708211045525,0.0119108888296676,0.004067054658425,high,2
65,46,425,15,17,5,786.9300000000001,2021-01-19,2023-12-08,1053,0.0,0,0.6,0.0,0.0,0.0,0.4,0.0,0.0132244678993117,0.0132574248209673,0.0041314264901465,medium,1
66,51,255,8,12,4,847.915,2020-06-21,2021-02-20,244,0.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0136386647836908,0.0136664935791495,0.0045324379924278,medium,1
67,37,84,11,16,7,875.1842857142857,2020-10-16,2024-10-26,1471,1.0,0,0.2857142857142857,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0124390734795549,0.0124783878959615,0.0054177394507436,medium,2
68,48,335,22,16,3,745.6833333333334,2020-04-18,2023-04-24,1101,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.014847170457988,0.0148706449093768,0.0046959105021234,medium,1
69,41,852,12,16,11,816.5345454545454,2020-03-11,2023-10-25,1323,0.0,0,0.4545454545454545,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0120397004994392,0.0120796933061403,0.004067054658425,medium,2
70,31,633,3,14,4,820.8225,2020-04-01,2021-02-16,321,0.0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.012003631860657,0.0120501865260732,0.0065063673677124,medium,2
71,41,648,12,12,7,644.7871428571428,2020-08-17,2024-05-30,1382,1.5,0,0.4285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.0137549760436384,0.0137908465417176,0.0041314264901465,medium,1
72,53,762,23,15,9,736.8733333333334,2020-01-22,2024-08-13,1665,1.0,0,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.0,0.011346023420816,0.0113954084929035,0.0043788253915699,medium,2
73,37,382,8,15,10,790.1360000000001,2021-05-14,2024-10-13,1248,1.0,0,0.6,0.1,0.1,0.1,0.1,0.0,0.0133152101113965,0.0133405202799244,0.0047563394076305,medium,2
74,53,408,25,10,4,649.165,2020-11-10,2023-04-12,883,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.014453450314737,0.0144611923276529,0.0041863573952126,low,1
75,18,250,0,18,6,810.73,2020-05-18,2024-09-16,1582,1.0,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0146627156779765,0.0146822618329663,0.0041314264901465,high,1
76,46,300,20,17,11,776.3845454545454,2020-06-25,2024-07-27,1493,1.0,0,0.4545454545454545,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.011344028215648,0.0113856006246285,0.0047563394076305,medium,2
77,38,525,11,12,5,828.484,2020-05-06,2024-12-22,1691,1.0,1,0.6,0.0,0.2,0.0,0.2,0.0,0.0136912558832604,0.0137134926165307,0.0051871117484773,medium,1
78,35,747,4,12,6,612.7733333333334,2020-12-26,2024-10-06,1380,1.0,0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0101926163360937,0.0102474599049085,0.0047503014783613,medium,0
79,38,334,7,13,9,848.9088888888889,2020-10-02,2023-08-06,1038,0.0,0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0123861784064579,0.012421162394544,0.004067054658425,medium,2
80,18,277,0,14,11,756.4590909090911,2021-04-09,2024-12-07,1338,1.0,1,0.0909090909090909,0.5454545454545454,0.0,0.0909090909090909,0.2727272727272727,0.0,0.0111604951345101,0.01121366627025,0.0047513584983907,medium,2
81,35,363,12,15,9,858.5455555555556,2020-06-06,2024-11-28,1636,1.0,0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0119177330110814,0.0119674146815803,0.0044398712021482,medium,2
82,41,520,15,21,7,917.43,2020-12-14,2024-05-17,1250,1.0,0,0.2857142857142857,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0124390734795549,0.0124783878959615,0.0054177394507436,high,2
83,52,152,20,14,4,787.565,2020-03-12,2023-11-05,1333,0.0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.0144909158762035,0.0145175333366037,0.0060887028939416,medium,1
84,32,91,5,12,15,626.582,2020-03-11,2023-10-24,1322,0.0,0,0.6,0.0666666666666666,0.0,0.0666666666666666,0.2666666666666666,0.0,0.0136391574041989,0.0136671676398021,0.0043788253915699,medium,1
85,29,260,3,12,8,757.7175,2020-02-14,2024-11-20,1741,1.0,0,0.375,0.125,0.25,0.125,0.125,0.0,0.0091918916457445,0.0092496639919523,0.0016965493683406,medium,0
86,32,174,9,17,7,862.8100000000001,2020-03-03,2024-11-19,1722,1.0,0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0106136546962229,0.0106592553395022,0.0030865116622926,medium,0
87,47,267,14,23,4,1041.58,2022-07-14,2024-05-09,665,1.0,0,0.75,0.0,0.25,0.0,0.0,0.0,0.0109077998551234,0.0109422738128574,0.0042583076329977,high,2
88,41,332,7,17,9,737.3588888888888,2021-05-04,2024-12-25,1331,1.5,1,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0118125052723918,0.0118556264326387,0.0043435233647635,medium,2
89,32,276,7,14,8,669.97875,2021-05-16,2024-11-08,1272,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0132070505419523,0.0132366628245192,0.0032428203423606,medium,1
90,43,868,5,17,8,1008.10875,2020-07-30,2024-08-28,1490,1.0,0,0.125,0.375,0.0,0.125,0.375,0.0,0.0100110414812607,0.0100750020905524,0.0017044118748991,medium,0
91,38,441,7,17,8,956.9125,2021-01-03,2024-10-05,1371,1.0,0,0.625,0.25,0.0,0.0,0.125,0.0,0.0115713661334454,0.0116085371714898,0.0028837431472898,medium,2
92,47,434,13,16,5,753.158,2020-05-03,2022-01-31,638,0.0,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0125682699857217,0.0126001381773089,0.0028837431472898,medium,1
93,30,527,3,8,5,571.828,2020-06-09,2024-01-19,1319,1.0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.0093249494676937,0.0093829232959642,0.0015471838300902,low,0
94,34,183,12,13,6,790.3816666666667,2021-10-28,2024-02-18,843,1.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.013183126262276,0.0132150261424493,0.0051871117484773,medium,1
95,34,677,5,16,6,889.0,2020-09-23,2024-10-24,1492,1.0,0,0.5,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0122190373464526,0.0122624344651408,0.0047059631076497,medium,2
96,23,347,1,21,5,903.55,2021-05-23,2024-03-17,1029,1.0,0,0.6,0.0,0.2,0.2,0.0,0.0,0.0125327781626304,0.0125617970483863,0.0049144438023901,high,2
97,40,543,7,13,11,757.7036363636363,2020-02-21,2022-05-03,802,0.0,0,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.0109869380466742,0.0110313410463628,0.0031515930379636,medium,0
98,40,190,14,10,9,755.9233333333334,2021-02-02,2023-07-19,897,0.0,0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0156801463968783,0.0157096395845208,0.0042334284286338,low,1
99,38,142,9,14,7,767.0428571428572,2020-07-09,2024-11-10,1585,1.0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0113687009223473,0.0114233762086653,0.0047503014783613,medium,2
100,35,593,9,13,4,789.2875,2021-09-14,2023-07-28,682,0.0,0,0.75,0.25,0.0,0.0,0.0,0.0,0.0114157825762511,0.0114494624315222,0.0035110166143295,medium,0
101,23,455,1,19,3,1010.8466666666668,2020-07-21,2023-04-07,990,0.0,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0088661506056235,0.0089355124342951,0.0017758272880552,high,0
102,33,211,3,13,4,834.1875,2021-10-27,2024-04-29,915,1.0,0,0.25,0.25,0.25,0.0,0.25,0.0,0.0130532160267025,0.0130856768904775,0.0052511084831761,medium,1
103,34,215,7,17,6,994.9333333333334,2020-11-20,2024-12-28,1499,1.0,1,0.5,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0112536392459276,0.0113026881583537,0.00364429844653,medium,2
104,29,713,7,20,5,874.8040000000001,2020-01-26,2023-10-05,1348,0.0,0,0.6,0.2,0.0,0.2,0.0,0.0,0.0093869222963822,0.00944182575197,0.0015471838300902,high,0
105,36,177,13,12,9,757.7199999999999,2020-03-28,2024-12-07,1715,1.0,1,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0149302530234308,0.0149491727284416,0.0054177394507436,medium,1
106,42,973,6,17,10,808.7470000000001,2020-03-16,2024-10-18,1677,1.0,0,0.3,0.3,0.1,0.2,0.1,0.0,0.0098382635655231,0.0098949280056971,0.0031515930379636,medium,0
107,56,211,19,12,5,892.5360000000001,2020-12-27,2024-08-13,1325,1.0,0,0.2,0.0,0.0,0.2,0.6,0.0,0.014438521029535,0.0144777383585773,0.005158347510811,medium,1
108,39,532,15,11,5,644.966,2021-08-20,2024-05-05,989,1.0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0126302428144101,0.0126590406333148,0.0031215080049885,medium,1
109,40,298,9,17,6,799.23,2020-02-27,2024-09-01,1648,1.0,0,0.1666666666666666,0.6666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0122752270376724,0.0123150861089077,0.0046959105021234,medium,2
110,37,521,13,16,7,808.3714285714286,2020-01-20,2023-06-06,1233,0.0,0,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0105907972822835,0.0106493770188985,0.0047381115313759,medium,0
111,18,262,0,20,8,855.34,2020-08-30,2023-12-08,1195,0.0,0,0.5,0.125,0.125,0.0,0.25,0.0,0.0109487150252887,0.0109944075229094,0.0043296894253014,high,2
112,37,329,14,12,6,877.7016666666667,2020-01-14,2024-06-28,1627,1.0,0,0.5,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0119312945186269,0.0119758806287206,0.00364429844653,medium,2
113,38,372,13,17,7,904.6442857142856,2021-03-05,2024-05-11,1163,1.0,0,0.5714285714285714,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.0150466340082029,0.0150640892824292,0.0045324379924278,medium,1
114,62,199,33,12,9,656.6188888888888,2020-03-29,2024-10-14,1660,1.0,0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.0145883316031149,0.0146156162256073,0.0045324379924278,medium,1
115,36,566,10,10,7,664.6314285714286,2020-09-09,2024-12-28,1571,1.0,1,0.2857142857142857,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.011952072855262,0.0119920794631305,0.0045324379924278,low,2
116,41,266,9,13,12,657.9066666666666,2020-11-10,2024-07-11,1339,1.0,0,0.25,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.4166666666666667,0.0,0.0121017881202991,0.0121503360388928,0.0043435233647635,medium,2
117,37,316,14,15,4,798.6875,2021-12-20,2024-06-23,916,1.0,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0117269496906397,0.0117676119114575,0.0028837431472898,medium,2
118,26,199,2,16,5,799.002,2021-09-10,2023-02-21,529,0.0,0,0.4,0.2,0.0,0.2,0.2,0.0,0.0135333894244341,0.0135659321309707,0.0054177394507436,medium,1
119,49,78,12,21,5,983.274,2020-08-28,2023-04-25,970,0.0,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0129135613791124,0.0129440027810132,0.0045324379924278,high,1
120,45,323,16,20,8,971.15375,2020-03-19,2023-12-05,1356,0.0,0,0.25,0.125,0.0,0.25,0.375,0.0,0.0114317575919729,0.0114867768381291,0.0043788253915699,high,2
121,45,1544,17,17,11,909.671818181818,2020-07-24,2024-12-14,1604,1.0,1,0.2727272727272727,0.1818181818181818,0.0,0.0,0.5454545454545454,0.0,0.0113308880181304,0.0113851386456639,0.0043422457524291,medium,2
122,28,581,7,18,4,924.2025,2020-04-18,2023-04-18,1095,0.0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0100826170227906,0.0101398120502997,0.0044614541177366,high,0
123,52,358,10,18,15,848.134,2020-01-21,2024-12-07,1782,1.6666666666666667,1,0.5333333333333333,0.0666666666666666,0.0,0.2,0.2,0.0,0.0117657361398991,0.0118089697252392,0.0043788253915699,high,2
124,23,310,3,15,9,636.0688888888889,2020-06-28,2024-09-25,1550,1.0,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0129412007621034,0.0129742454652163,0.0047464732421908,medium,2
125,43,368,16,18,10,870.8770000000001,2020-06-05,2024-10-18,1596,1.0,0,0.8,0.0,0.1,0.0,0.1,0.0,0.0136283228436049,0.0136466271981733,0.0051871117484773,high,2
126,59,504,9,16,12,785.9883333333333,2020-03-21,2024-08-14,1607,1.3333333333333333,0,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0120235219086327,0.0120700721669258,0.0043788253915699,medium,2
127,28,178,4,19,11,898.1263636363636,2020-12-09,2024-07-17,1316,1.0,0,0.5454545454545454,0.0909090909090909,0.0,0.0909090909090909,0.2727272727272727,0.0,0.0130729485799571,0.0131064385771052,0.0043788253915699,high,2
128,32,708,5,19,7,1059.8814285714286,2021-04-10,2024-06-19,1166,1.0,0,0.5714285714285714,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0120588932965455,0.0120930438019281,0.0037041284590946,high,2
